,doi,name,description
98,10.1002/asia.202100654,Advances in Electrochemical and Catalytic Performance of Nanostructured FeCo2O4 and Its Composites,"It is well established that the excessive and uncontrolled use of fossil fuels and organic chemicals have put a risk to the earth's environment and the life that sustains within it. Carbon-free, susta"
99,10.1002/tcr.202200013,Recent Advancements in Electrochemical Deposition of Metal‐Based Electrode Materials for Electrochemical Supercapacitors,"The demand for energy storage devices with high energy and power densities has increased tremendously in this rapidly growing world. Conventional capacitors, fuel cells, and lithium-ion batteries have"
100,10.1016/j.biortech.2021.125430,Improved electrochemical performances by Ni-catecholate-based metal organic framework grown on NiCoAl-layered double hydroxide/multi-wall carbon nanotubes as cathode catalyst in microbial fuel cells,"In this study, a simple two-step hydrothermal method was used to prepare the cathode catalyst of the microbial fuel cell (MFC). NiCoAl- layered double hydroxide (LDH) nanosheets were grown vertically "
101,10.1016/j.jcis.2020.04.017,Ni and Zn co-substituted Co(CO3)0.5OH self-assembled flowers array for asymmetric supercapacitors,"The supercapacitive performance of high-rate capacity and long-term cycling stability is still a big challenge for electroactive materials. Herein, Ni and Zn co-substituted Co carbonate hydroxide (NiZ"
102,10.1039/d0nr00349b,Electrochemical properties and mechanism of CoMoO 4 @NiWO 4 core–shell nanoplates for high-performance supercapacitor electrode application studied via in situ X-ray absorption spectroscopy,Binary transition metal oxide CoMoO4@NiWO4 core-shell nanoplates grown directly on a Ni foam substrate were synthesized via a facile two-step hydrothermal process. The core-shell nanoplates with high 
103,10.1016/j.jcis.2020.03.084,High-performance and flexible all-solid-state hybrid supercapacitor constructed by NiCoP/CNT and N-doped carbon coated CNT nanoarrays,"The exploration of flexible supercapacitors with high energy density is a matter of considerable interest to meet the demand of wearable electronic devices. In this work, with carbon nanotubes (CNTs) "
104,10.1039/d0dt02427a,Synthesis of nickel–copper composite with controllable nanostructure through facile solvent control as positive electrode for high-performance supercapacitors,"The surface characteristics of electrodes vary depending on the solvent used. Furthermore, electrochemical performance varies depending on the surface morphology of the electrode. In this study, we gr"
105,10.1590/0001-3765202020200796,An Overview on the Development of Electrochemical Capacitors and Batteries – Part I,The Nobel Prize in Chemistry 2019 recognized the importance of Li-ion batteries and the revolution they allowed to happen during the past three decades. They are part of a broader class of electrochem
106,10.1016/j.jcis.2020.10.005,MoO2 coated few layers of MoS2 and FeS2 nanoflower decorated S-doped graphene interoverlapped network for high-energy asymmetric supercapacitor,"Herein, the ultra-thin layer MoS2 coverd MoO2 nanocrystal arraying on sulfur-doped graphene framework (MoS2-MoO2/3DSG) is obtained via a simple hydrothermal"
107,10.1016/j.jcis.2021.06.030,Engineering triangular bimetallic metal-organic-frameworks derived hierarchical zinc-nickel-cobalt oxide nanosheet arrays@reduced graphene oxide-Ni foam as a binder-free electrode for ultra-high rate performance supercapacitors and methanol electro-oxidation,The rigorous fabrication of electrode materials using upper-ranked porous precursor especially metal organic frameworks (MOFs) are challenging but appealing task to procure electrochemical energy stor
108,10.1039/d0dt00989j,A rational design of nanoporous Cu–Co–Ni–P nanotube arrays and CoFe 2 Se 4 nanosheet arrays for flexible solid-state asymmetric devices,"Porous structures have attracted considerable attention as promising electrode designs for supercapacitor applications. Herein, we introduce a procedure towards the construction of nanoporous CuCoNi-P"
109,10.1039/d1dt00866h,Hierarchical core–shell 2D MOF nanosheet hybrid arrays for high-performance hybrid supercapacitors,"Two-dimensional (2D) metal-organic frameworks (MOFs) with large surface area, ordered pores and ultrathin thickness have recently emerged as ideal electrode materials for supercapacitors (SCs). Howeve"
110,10.1016/j.jcis.2020.11.117,Interfacial and defect polarization in MXene-like laminated spinel for electromagnetic wave absorption application,Manufacturing advanced absorbers is an effective way to deal with the greater electromagnetic pollution challenges associated with the application of 5G technology. While reasonable morphology design 
111,10.1016/j.jcis.2020.08.123,Facile fabrication of core-shell structured Ni(OH)2/Ni(PO3)2 composite via one-step electrodeposition for high performance asymmetric supercapacitor,"Metal metaphosphates, particularly those with core-shell structure, have showed extraordinary potential in energy storage field due to their superior chemical and physical properties. However, the cor"
112,10.1021/acsami.0c08205,Hierarchical NiSe2 Nanosheet Arrays as a Robust Cathode toward Superdurable and Ultrafast Ni–Zn Aqueous Batteries,"Zn-based aqueous batteries are enjoying the hotspots of worldwide research as their significant merits in economic cost and safety. However, the lack of a robust cathode (positive electrode) owning ex"
113,10.1007/s10854-021-05636-9,Electrochemical determination of rutin by using NiFe2O4 nanoparticles-loaded reduced graphene oxide,A binary transition metal oxide containing nickel and iron (NiFe2O4) and hybridization of this nanomaterial with reduced graphene oxide (rGO) are synthesized by the hydrothermal method. X-ray diffract
114,10.1039/d0dt01556c,Interface engineering of Co 3 O 4 nanowire arrays with ultrafine NiO nanowires for high-performance rechargeable alkaline batteries,"Interface engineering multi-component core-shell nanostructures with highly efficient and reversible faradaic reactions for energy conversion storage devices is still a challenge. Here, Co3"
115,10.1016/j.jcis.2021.12.019,High performance flexible asymmetric supercapacitor constructed by cobalt aluminum layered double hydroxide @ nickel cobalt layered double hydroxide heterostructure grown in-situ on carbon cloth,HYPOTHESIS: Three-dimensional layered layered double hydroxide (LDH) nanostructure materials grow in-situ on excellent conductive and flexible carbon cloth (CC) substrate not only reduce the ability o
116,10.1039/d1nr08284a,Self-supported metal–organic framework-based nanostructures as binder-free electrodes for supercapacitors,"Metal-organic frameworks (MOFs), an interesting class of functional inorganic materials, have recently emerged as suitable electrode materials or templates/precursors of electrode materials for superc"
117,10.1088/1361-6528/abe264,An enhancement on supercapacitor properties of porous CoO nanowire arrays by microwave-assisted regulation of the precursor,"A microwave-assisted hydrothermal approach with a follow up thermal treatment was employed to prepare 1D porous CoO nanowires, which is constructed by numerous high crystallinity nanoparticles. A sign"
118,10.1088/1361-6528/ac6ff2,NiCoSe4 nanoparticles derived from nickel–cobalt Prussian blue analogues on N-doped reduced graphene oxide for high-performance asymmetric supercapacitors,Synthesis of NiHCCo precursors via simple co-precipitation and nickel-cobalt tetraselenide composites grown on nitrogen-doped reduced graphene oxide (NiCoSe4/N-rGO) were fabricated using so
119,10.1002/smll.202101775,Advances in Si and SiC Materials for High‐Performance Supercapacitors toward Integrated Energy Storage Systems,"Silicon (Si), as the second most abundant element on Earth, has been a central platform of modern electronics owing to its low mass density and unique semiconductor properties. From an energy perspect"
120,10.1016/j.cis.2020.102263,Electrochemical energy storage electrodes from fruit biochar,This review investigates the electrochemical energy storage electrode (EESE) as the most important part of the electrochemical energy storage devices (EES) prepared from fruit-derived carbon. The EES 
121,10.1016/j.jcis.2020.04.098,Hydrogen peroxide-induced growth of hierarchical Ni3S2 nanorod/sheet arrays for high performance supercapacitors,"The rational design and simple synthesis of high performance electrodes are important aspects of energy storage fields. However, it is difficult to determine a facile preparation method to obtain hier"
122,10.1016/j.jcis.2022.07.173,Sulfur-deficient flower-like zinc cobalt sulfide microspheres as an advanced electrode material for high-performance supercapacitors,"Transition-metal sulfides boast a high theoretical capacity and have been regarded as a kind of prospective electrodes for supercapacitors; nevertheless, their inherent poor conductivity and low elect"
123,10.1016/j.jcis.2021.05.183,Rational design of 2D/1D ZnCo-LDH hierarchical structure with high rate performance as advanced symmetric supercapacitors,"Hierarchical microstructures of electrode materials for supercapacitors have attracted strong attention owing to the enlarged surface area, fast charge transportation and enhanced volume expansion. Al"
124,10.1039/d0dt01676d,Recent highlights and future prospects on mixed-metal MOFs as emerging supercapacitor candidates,Mixed-metal metal-organic frameworks (M-MOFs) consist of at least two different metal ions as nodes in the same framework. The incorporation of a second or more metal ions provides structural/composit
125,10.1016/j.talanta.2020.121277,A sensitive pyrimethanil sensor based on porous NiCo2S4/graphitized carbon nanofiber film,"With the extensive use of pesticides, the problem of pesticide residues has become people's concern. In this work, NiCo2S4 nanoneedle arrays grown on an electrospun graphitized c"
126,10.1002/cssc.201902753,Recent Progress in Two‐Dimensional Layered Double Hydroxides and Their Derivatives for Supercapacitors,"High-performance supercapacitors have attracted great attention due to their high power, fast charging/discharging, long lifetime, and high safety. However, the generally low energy density and overal"
